,days,date,cases,daily_cases,slope,14_day_avg,new_cases14,slope14,masks
350,350,2021-02-25,99972,234.0,55.0,98928.0,160.0,5.0,1.0
351,351,2021-02-26,100202,230.0,-4.0,99088.0,160.0,0.0,1.0
352,352,2021-02-27,100379,177.0,-53.0,99249.0,161.0,1.0,1.0
353,353,2021-02-28,100538,159.0,-18.0,99411.0,162.0,1.0,1.0
354,354,2021-03-01,100680,142.0,-17.0,99574.0,163.0,1.0,1.0
355,355,2021-03-02,100764,84.0,-58.0,99736.0,162.0,-1.0,1.0
356,356,2021-03-03,100913,149.0,65.0,99898.0,162.0,0.0,1.0
357,357,2021-03-04,101110,197.0,48.0,100061.0,163.0,1.0,1.0
358,358,2021-03-05,101285,175.0,-22.0,100223.0,162.0,-1.0,1.0
359,359,2021-03-06,101490,205.0,30.0,100388.0,165.0,3.0,1.0
360,360,2021-03-07,101682,192.0,-13.0,100554.0,166.0,1.0,1.0
361,361,2021-03-08,101776,94.0,-98.0,100721.0,167.0,1.0,1.0
362,362,2021-03-09,102109,333.0,239.0,100903.0,182.0,15.0,1.0
363,363,2021-03-10,102270,161.0,-172.0,101084.0,181.0,-1.0,1.0
364,364,2021-03-11,102498,228.0,67.0,101264.0,180.0,-1.0,1.0
365,365,2021-03-12,102700,202.0,-26.0,101442.0,178.0,-2.0,1.0
366,366,2021-03-13,102954,254.0,52.0,101626.0,184.0,6.0,1.0
367,367,2021-03-14,103159,205.0,-49.0,101814.0,188.0,4.0,1.0
368,368,2021-03-15,103329,170.0,-35.0,102003.0,189.0,1.0,1.0
369,369,2021-03-16,103502,173.0,3.0,102198.0,195.0,6.0,1.0
370,370,2021-03-17,103719,217.0,44.0,102399.0,201.0,6.0,1.0
371,371,2021-03-18,104017,298.0,81.0,102606.0,207.0,6.0,1.0
372,372,2021-03-19,104338,321.0,23.0,102824.0,218.0,11.0,1.0
373,373,2021-03-20,104632,294.0,-27.0,103049.0,225.0,7.0,1.0
374,374,2021-03-21,104827,195.0,-99.0,103274.0,225.0,0.0,1.0
375,375,2021-03-22,105097,270.0,75.0,103511.0,237.0,12.0,1.0
376,376,2021-03-23,105294,197.0,-73.0,103738.0,227.0,-10.0,1.0
377,377,2021-03-24,105561,267.0,70.0,103973.0,235.0,8.0,1.0
378,378,2021-03-25,105974,413.0,146.0,104222.0,249.0,14.0,1.0
379,379,2021-03-26,106347,373.0,-40.0,104482.0,260.0,11.0,1.0
380,380,2021-03-27,106737,390.0,17.0,104752.0,270.0,10.0,1.0
381,381,2021-03-28,106987,250.0,-140.0,105026.0,274.0,4.0,1.0
382,382,2021-03-29,107329,342.0,92.0,105312.0,286.0,12.0,1.0
383,383,2021-03-30,107631,302.0,-40.0,105606.0,294.0,8.0,1.0
384,384,2021-03-31,108017,386.0,84.0,105913.0,307.0,13.0,1.0
385,385,2021-04-01,108453,436.0,50.0,106230.0,317.0,10.0,1.0
386,386,2021-04-02,109060,607.0,171.0,106568.0,338.0,21.0,1.0
387,387,2021-04-03,109503,443.0,-164.0,106916.0,348.0,10.0,1.0
388,388,2021-04-04,109503,0.0,-443.0,107250.0,334.0,-14.0,1.0
389,389,2021-04-05,109800,297.0,297.0,107585.0,335.0,1.0,1.0
390,390,2021-04-06,110496,696.0,399.0,107957.0,372.0,37.0,1.0
391,391,2021-04-07,110973,477.0,-219.0,108344.0,387.0,15.0,1.0
392,392,2021-04-08,111536,563.0,86.0,108741.0,397.0,10.0,1.0
393,393,2021-04-09,112083,547.0,-16.0,109151.0,410.0,13.0,1.0
394,394,2021-04-10,112586,503.0,-44.0,109568.0,417.0,7.0,1.0
395,395,2021-04-11,112922,336.0,-167.0,109992.0,424.0,7.0,1.0
396,396,2021-04-12,113380,458.0,122.0,110424.0,432.0,8.0,1.0
397,397,2021-04-13,113667,287.0,-171.0,110856.0,432.0,0.0,1.0
398,398,2021-04-14,113983,316.0,29.0,111282.0,426.0,-6.0,1.0
399,399,2021-04-15,114517,534.0,218.0,111715.0,433.0,7.0,1.0
400,400,2021-04-16,114976,459.0,-75.0,112138.0,423.0,-10.0,1.0
401,401,2021-04-17,115505,529.0,70.0,112566.0,428.0,5.0,1.0
402,402,2021-04-18,115847,342.0,-187.0,113019.0,453.0,25.0,1.0
403,403,2021-04-19,116105,258.0,-84.0,113470.0,451.0,-2.0,1.0
404,404,2021-04-20,116392,287.0,29.0,113891.0,421.0,-30.0,1.0
405,405,2021-04-21,116721,329.0,42.0,114301.0,410.0,-11.0,1.0
406,406,2021-04-22,117078,357.0,28.0,114697.0,396.0,-14.0,1.0
407,407,2021-04-23,117477,399.0,42.0,115083.0,386.0,-10.0,1.0
408,408,2021-04-24,117871,394.0,-5.0,115460.0,377.0,-9.0,1.0
409,409,2021-04-25,118159,288.0,-106.0,115834.0,374.0,-3.0,1.0
410,410,2021-04-26,118370,211.0,-77.0,116191.0,357.0,-17.0,1.0
411,411,2021-04-27,118597,227.0,16.0,116543.0,352.0,-5.0,1.0
412,412,2021-04-28,118899,302.0,75.0,116894.0,351.0,-1.0,1.0
413,413,2021-04-29,119243,344.0,42.0,117231.0,337.0,-14.0,1.0
414,414,2021-04-30,119560,317.0,-27.0,117559.0,328.0,-9.0,1.0
415,415,2021-05-01,119846,286.0,-31.0,117869.0,310.0,-18.0,1.0
416,416,2021-05-02,120196,350.0,64.0,118180.0,311.0,1.0,1.0
417,417,2021-05-03,120414,218.0,-132.0,118487.0,307.0,-4.0,1.0
418,418,2021-05-04,120630,216.0,-2.0,118790.0,303.0,-4.0,1.0
419,419,2021-05-05,120831,201.0,-15.0,119084.0,294.0,-9.0,1.0
420,420,2021-05-06,121148,317.0,116.0,119374.0,290.0,-4.0,1.0
421,421,2021-05-07,121415,267.0,-50.0,119656.0,282.0,-8.0,1.0
422,422,2021-05-08,121633,218.0,-49.0,119924.0,268.0,-14.0,1.0
423,423,2021-05-09,121777,144.0,-74.0,120183.0,259.0,-9.0,1.0
424,424,2021-05-10,122024,247.0,103.0,120444.0,261.0,2.0,1.0
425,425,2021-05-11,122131,107.0,-140.0,120696.0,252.0,-9.0,1.0
426,426,2021-05-12,122274,143.0,36.0,120937.0,241.0,-11.0,1.0
427,427,2021-05-13,122442,168.0,25.0,121166.0,229.0,-12.0,1.0
428,428,2021-05-14,122664,222.0,54.0,121388.0,222.0,-7.0,1.0
429,429,2021-05-15,122817,153.0,-69.0,121600.0,212.0,-10.0,0.0
430,430,2021-05-16,122968,151.0,-2.0,121798.0,198.0,-14.0,0.0
431,431,2021-05-17,123075,107.0,-44.0,121988.0,190.0,-8.0,0.0
432,432,2021-05-18,123162,87.0,-20.0,122169.0,181.0,-9.0,0.0
433,433,2021-05-19,123262,100.0,13.0,122342.0,173.0,-8.0,0.0
434,434,2021-05-20,123410,148.0,48.0,122504.0,162.0,-11.0,0.0
435,435,2021-05-21,123523,113.0,-35.0,122654.0,150.0,-12.0,0.0
436,436,2021-05-22,123625,102.0,-11.0,122797.0,143.0,-7.0,0.0
437,437,2021-05-23,123715,90.0,-12.0,122935.0,138.0,-5.0,0.0
438,438,2021-05-24,123816,101.0,11.0,123063.0,128.0,-10.0,0.0
439,439,2021-05-25,123872,56.0,-45.0,123188.0,125.0,-3.0,0.0
440,440,2021-05-26,123944,72.0,16.0,123307.0,119.0,-6.0,0.0
441,441,2021-05-27,124041,97.0,25.0,123421.0,114.0,-5.0,0.0
442,442,2021-05-28,124129,88.0,-9.0,123526.0,105.0,-9.0,0.0
443,443,2021-05-29,124198,69.0,-19.0,123624.0,98.0,-7.0,0.0
444,444,2021-05-30,124255,57.0,-12.0,123716.0,92.0,-6.0,0.0
445,445,2021-05-31,124255,0.0,-57.0,123800.0,84.0,-8.0,0.0
446,446,2021-06-01,124283,28.0,28.0,123881.0,81.0,-3.0,0.0
447,447,2021-06-02,124322,39.0,11.0,123956.0,75.0,-6.0,0.0
448,448,2021-06-03,124364,42.0,3.0,124024.0,68.0,-7.0,0.0
449,449,2021-06-04,124408,44.0,2.0,124088.0,64.0,-4.0,0.0
450,450,2021-06-05,124470,62.0,18.0,124148.0,60.0,-4.0,0.0
451,451,2021-06-06,124530,60.0,-2.0,124206.0,58.0,-2.0,0.0
452,452,2021-06-07,124575,45.0,-15.0,124260.0,54.0,-4.0,0.0
453,453,2021-06-08,124608,33.0,-12.0,124313.0,53.0,-1.0,0.0
454,454,2021-06-09,124642,34.0,1.0,124363.0,50.0,-3.0,0.0
455,455,2021-06-10,124670,28.0,-6.0,124408.0,45.0,-5.0,0.0
456,456,2021-06-11,124700,30.0,2.0,124449.0,41.0,-4.0,0.0
457,457,2021-06-12,124736,36.0,6.0,124487.0,38.0,-3.0,0.0
458,458,2021-06-13,124765,29.0,-7.0,124523.0,36.0,-2.0,0.0
459,459,2021-06-14,124779,14.0,-15.0,124561.0,38.0,2.0,0.0
460,460,2021-06-15,124801,22.0,8.0,124598.0,37.0,-1.0,0.0
461,461,2021-06-16,124816,15.0,-7.0,124633.0,35.0,-2.0,0.0
462,462,2021-06-17,124863,47.0,32.0,124669.0,36.0,1.0,0.0
463,463,2021-06-18,124892,29.0,-18.0,124703.0,34.0,-2.0,0.0
464,464,2021-06-19,124928,36.0,7.0,124736.0,33.0,-1.0,0.0
465,465,2021-06-20,124967,39.0,3.0,124767.0,31.0,-2.0,0.0
466,466,2021-06-21,124994,27.0,-12.0,124797.0,30.0,-1.0,0.0
467,467,2021-06-22,125016,22.0,-5.0,124826.0,29.0,-1.0,0.0
468,468,2021-06-23,125027,11.0,-11.0,124854.0,28.0,-1.0,0.0
469,469,2021-06-24,125051,24.0,13.0,124881.0,27.0,-1.0,0.0
470,470,2021-06-25,125080,29.0,5.0,124908.0,27.0,0.0,0.0
471,471,2021-06-26,125100,20.0,-9.0,124934.0,26.0,-1.0,0.0
472,472,2021-06-27,125125,25.0,5.0,124960.0,26.0,0.0,0.0
473,473,2021-06-28,125156,31.0,6.0,124987.0,27.0,1.0,0.0
474,474,2021-06-29,125181,25.0,-6.0,125014.0,27.0,0.0,0.0
475,475,2021-06-30,125204,23.0,-2.0,125042.0,28.0,1.0,0.0
476,476,2021-07-01,125221,17.0,-6.0,125067.0,25.0,-3.0,0.0
477,477,2021-07-02,125243,22.0,5.0,125092.0,25.0,0.0,0.0
478,478,2021-07-03,125276,33.0,11.0,125117.0,25.0,0.0,0.0
479,479,2021-07-04,125276,0.0,-33.0,125139.0,22.0,-3.0,0.0
480,480,2021-07-05,125276,0.0,0.0,125159.0,20.0,-2.0,0.0
481,481,2021-07-06,125311,35.0,35.0,125180.0,21.0,1.0,0.0
